北京同仁堂连锁药店有限责任公司北沙滩店,地址：北京市朝阳区双泉堡（松鹤服装厂）1幢,电话：010-64860426,
北京丰源祥好药师药房,地址：北京市石景山区八大处二区11号楼一层9号,电话：无,
北京邢各庄药店,地址：北京市大兴区黄村镇邢各庄村农贸市场5号,电话：010-61262788,
康佰馨三分公司店,地址：北京市朝阳区望京花园东区西门1号,电话：010-64700356,
北京好药师大药房怀柔青春路店,地址：北京市怀柔区湖光小区33号院梅苑8号楼4号-2,电话：010-69683114,
北京圣水堂医药有限公司,地址：北京市顺义区仁和镇平各庄村村委会北侧380米,电话：无,
北京嘉事堂昌泰康药店,地址：北京市昌平区东小口镇天通苑6区24楼,电话：010-84816514,
北京市保民康九州通大药房,地址：北京市海淀区永定路105号,电话：010-68226155,
北京嘉事堂金顶街西口药店,地址：北京市石景山区金顶街,电话：010-88725181,
北京嘉事堂古城药店,地址：北京市石景山区古城南路1号楼1层,电话：010-68875474,
北京分钟寺好药师大药房,地址：北京市丰台区枣林街甲89号,电话：010-87698603,
康佰馨二分公司店,地址：北京市朝阳区百子湾路甲16号2号楼S-106室,电话：010-87745922,
北京嘉事堂苹果园药店,地址：北京市石景山区苹果园邮局南侧,电话：010-68840064,
北京航天城好药师大药房,地址：北京市海淀区西北旺镇唐家岭路8号,电话：010-82771672 ,
北京泰瑞堂大药房有限公司,地址：北京市西城区广外南街47号一层 ,电话：010-63314533,
北京嘉事堂五里坨药店,地址：北京市石景山区五里坨,电话：010-88903222,
北京嘉事堂模北药店,地址：北京市石景山区模式口北里40号,电话：010-88748297,
北京泰芝堂好药师大药房,地址：北京市丰台区岳家楼桥南西郊苗圃2号院,电话：010-51805262,
北京嘉事堂八大处药店,地址：北京市石景山区西下庄商业楼一层,电话：010-88969586,
北京红门好药师大药房,地址：北京市丰台区南苑乡果园村果园煤场,电话：010-87205259,
康佰馨一分公司店,地址：北京市朝阳区利泽西园114号楼109、110、111室,电话：010-84729157,
北京嘉事堂模式口药店,地址：北京市石景山区模式口西里商贸楼一层,电话：010-88722468,
北京嘉事堂石景山药店,地址：北京市石景山区石景山路45号,电话：010-68860540,
北京田村好药师大药房,地址：北京市海淀区田村山南路9好田村山庄1号楼,电话：010-68216718,
北京百福康堂好药师大药房,地址：北京市丰台区西四环中路140号岳各庄批发市场综合楼一层,电话：010-51101855,
北京嘉事堂万泉庄药店,地址：北京市海淀区巴沟村南路汇通花园11楼103号,电话：010-82571362,
北京嘉事堂杨庄药店,地址：北京市石景山区杨庄中区16号楼底商08号,电话：010-68869184,
北京嘉事堂世纪众康药店,地址：北京市海淀区昆明湖南路11号楼一层101号,电话：010-88435244,
北京嘉事堂鲁谷药店,地址：北京市石景山区鲁谷东区72号一层北平房,电话：010-68652154,
北京益普好药师大药房,地址：北京市丰台区南顶路281号,电话：010-87877638,
北京康和盛世好药师大药房,地址：北京市海淀区双榆树北路甲4号西平房北起8号,电话：010-82111170,
北京广伟堂好药师大药房,地址：北京市丰台区五里店小区南莱市场,电话：010-83652838,
北京嘉事堂永乐药店,地址：北京市石景山区永乐西小区,电话：010-68650740,
北京嘉事堂八角北里药店,地址：北京市石景山区八角北路甲18号一层,电话：010-68861519,
北京嘉事堂中关村店,地址：北京市海淀区海淀通惠寺3号68号楼一层,电话：010-62524353,
北京畅鑫堂好药师大药房,地址：北京市海淀区二里庄小区第四干休所,电话：010-62311676,
北京万祥堂好药师大药房,地址：北京市丰台区首经贸北路8号院1号楼A段110号,电话：010-83677289,
北京嘉事堂北辛安药店,地址：北京市石景山区北辛安大街77号,电话：010-68872424,
北京嘉事堂玉泉路药店,地址：北京市海淀区复兴路48号一层,电话：010-68150618,
北京马家堡好药师大药房,地址：北京市丰台区马家堡西里31号楼南商业用房,电话：010-67529794,
北京华霖堂医药有限公司,地址：北京市通州区马驹桥镇景盛北一街16号珠江逸景家园207-04号 ,电话：010-57123983,
北京嘉事堂八角药店,地址：北京市石景山区八角南路1号,电话：010-68840570,
北京嘉事堂上庄药店,地址：北京市海淀区上庄乡政府东侧,电话：010-82479168,
北京嘉事堂温阳路药店,地址：北京市海淀区温泉乡北京分析仪器厂宿舍区,电话：010-62489149,
北京嘉事堂玉泉北路药店,地址：北京市石景山区玉泉北路甲1号 ,电话：010-88257428,
北京嘉事堂惠康药店,地址：北京市海淀区温泉路千禧百旺超市北侧,电话：010-62400870,
北京嘉事堂聂各庄药店,地址：北京市海淀区聂各庄路24号,电话：010-62400896,
北京嘉事堂红旗村药店,地址：北京市海淀区香山红旗村,电话：010-82598755,
北京嘉事堂西小营药店,地址：北京市海淀区苏家镇西小营村温阳路东平房,电话：010-62489628,
北京嘉事堂连锁药店有限责任公司垂虹园店,地址：北京市海淀区世纪城蓝靛厂居住区垂虹园甲3号B段,电话：010-88866780,
北京康之林好药师大药房,地址：北京市丰台区槐房村槐房钓鱼公园北门面房3号,电话：010-67916465,
北京嘉事堂连锁药店有限责任公司魏公村店,地址：北京市海淀区中关村南大街12号[超市发超市内],电话：010-62111520,
北京嘉事堂北新家园药店,地址：北京市海淀区西三旗物业公司一号楼,电话：010-82920113,
北京嘉事堂连锁药店有限责任公司蓝润店,地址：北京市海淀区中关村南大街12号,电话：010-82621567,
北京嘉事堂公主坟路药店,地址：北京市海淀区西三环中路19号-1,电话：010-63942989,
北京嘉事堂西三旗药店,地址：北京市海淀区西三旗新都路1号,电话：010-82902249,
北京嘉事堂蓝靛厂药店,地址：北京市海淀区蓝靛厂居住区（世纪城三期）时雨园2号楼21单元,电话：010-88861402,
北京嘉事堂小营药店,地址：北京市海淀区清河小营环岛建材城六厅1号,电话：010-62949460,
北京嘉事堂西翠路药店,地址：北京市海淀区万寿路1号院4号平房,电话：010-68165540,
北京好药师大药房第一分店,地址：北京市丰台区长辛店杜家坎18号,电话：010-83842646 ,
北京嘉事堂皂甲屯药店,地址：北京市海淀区上庄镇上庄村上庄中心小学旁平房,电话：010-82475463,
北京嘉事堂仁康药店,地址：北京市丰台区卢沟桥晓月中路2号,电话：010-83896740,
北京好药师大药房第六分店,地址：北京市丰台区花乡银地家园2期1号楼8号底商,电话：无,
北京嘉事堂厢红旗药店,地址：北京市海淀区厢红旗三号院35楼1-16-20,电话：010-62866305,
北京嘉事堂普惠桥药店,地址：北京市海淀区普惠北里18号,电话：010-88614568,
北京嘉事堂楚康药店,地址：北京市丰台区卢沟桥晓月苑垂虹街7号,电话：010-83218314,
北京鹏鸿堂好药师大药房,地址：北京市丰台区靛厂路302医院家属住宅楼底商,电话：010-88246585,
北京嘉事堂翠微路药店,地址：北京市海淀区复兴路20号东南铺面房,电话：010-68211986,
北京嘉事堂温泉药店,地址：北京市海淀区温泉镇太舟坞物美超市29号,电话：010-62485944,
北京嘉事堂永丰药店,地址：北京市海淀区上庄商业楼一层,电话：010-82475317,
北京嘉事堂朱家坟药店,地址：北京市丰台区朱家坟五里二号院,电话：010-83853998,
北京嘉事堂甘家口药店,地址：北京市海淀区甘家口三里河路17号甘家口大厦B1,电话：010-88392569,
北京嘉事堂牡丹园药店,地址：北京市海淀区花园北路25号,电话：010-62051419,
北京嘉事堂广通苑药店,地址：北京市海淀区广通苑小区四号楼,电话：010-62251609,
北京好药师大药房芳菲路店,地址：北京市丰台区芳菲路90号1层02房,电话：无,
北京嘉事堂百朗园药店,地址：北京市海淀区永定路西里2号楼一层,电话：010-68275694,
北京嘉事堂知春里药店,地址：北京市海淀区知春里甲23号,电话：010-62554412,
北京好药师大药房第三分店,地址：北京市丰台区万泉寺梆子井37号,电话：010-63331923,
北京嘉事堂长安街药店,地址：北京市海淀区万寿路乙65号,电话：010-68210912,
北京嘉事堂西寿山堂药店,地址：北京市丰台区长辛店陈庄大街19号,电话：010-83876519,
北京嘉事堂蓟门里药店,地址：北京市海淀区蓟门小区南10号楼南侧1-1号,电话：010-82081897,
北京德笑堂好药师大药房,地址：北京市丰台区大红门西路16--15号,电话：010-87505952,
北京嘉事堂连锁药店有限责任公司北蜂窝店,地址：北京市海淀区北蜂窝路16号,电话：010-63983571,
北京嘉事堂北天和永药店,地址：北京市丰台区长辛店大街150号,电话：010-83876137,
北京嘉事堂永德康正药店,地址：北京市海淀区温泉街138号一区6号平房,电话：无,
北京好药师怡海大药房,地址：北京市丰台区丰台科学城恒富中街2号院一号楼1288号,电话：010-63785315,
北京嘉事堂海淀五棵松药店,地址：北京市海淀区复兴路丙65号临五,电话：010-68211695,
北京好药师大药房第二分店,地址：北京市丰台区看丹村438号,电话：010-63750948,
北京嘉事堂骑和楼药店,地址：北京市东城区骑河楼街24号,电话：010-85175132,
北京好药师大药房方庄店,地址：北京市丰台区方庄芳城园一区11号楼,电话：无,
北京永泰安好药师大药房,地址：北京市丰台区大红门东后街184号,电话：010-67275539,
北京嘉事堂恩济庄药店,地址：北京市海淀区恩济里96号,电话：010-88117278,
北京嘉事堂草桥药店,地址：北京市丰台区草桥东路14号楼商用房1G,电话：010-67505608,
北京嘉事堂望远路药店,地址：北京市丰台区小井润园二区,电话：010-63838928,
北京嘉事堂半壁店药店,地址：北京市海淀区田村路39号4号楼,电话：010-88622596,
北京嘉事堂裕丰大药房,地址：北京市丰台区文体路7号东平房,电话：010-63804330,
北京嘉事堂东高地药店,地址：北京市丰台区东高地六营门梅园小区44号楼104号,电话：010-67065805,
北京嘉事堂春盛堂药店,地址：北京市丰台区朱家坟西里煤厂1号门,电话：010-83864256,
北京嘉事堂和义药店,地址：北京市丰台区南苑路116号,电话：010-67990724,
北京嘉事堂东草药店,地址：北京市丰台区东高地南街3号,电话：010-67985676,
北京好药师大药房东花市店,地址：北京市东城区东花市大街2号院3号楼1层,电话：010-51005299,
北京同济安康好药师大药房,地址：北京市大兴区青云店镇南大红门,电话：010-80212039 ,
北京嘉事堂五里店药店,地址：北京市丰台区五里店270号,电话：010-63840952,
北京嘉事堂刘家窑药店,地址：北京市丰台区永外定安里11楼,电话：010-67225448,
北京京润堂好药师大药房,地址：北京市朝阳区西坝河北里7号院,电话：010-64281201,
北京同笑堂九州通大药房,地址：北京市朝阳区六里屯东里9号楼,电话：010-65935082 ,
北京林兴堂好药师大药房,地址：北京市大兴区旧宫镇旧忠路9栋4号,电话：010-87916693,
北京嘉事堂南开地药店,地址：北京市丰台区丰台镇桥南看丹路30号,电话：010-63712096,
北京民康好药师大药房,地址：北京市朝阳区朝阳路十里堡(北京印染厂南院)73号平房,电话：010-65562849,
北京嘉事堂三里药店,地址：北京市房山区良乡行宫园小区三里10号楼2单元101号,电话：010-89351034,
北京嘉事堂仙仁堂药店,地址：北京市丰台区西罗园八区商业楼,电话：010-87277254,
北京嘉事堂怡海康药店,地址：北京市丰台区科学城邻枫路3号院1号楼底商,电话：010-63733349,
北京嘉事堂房山药店,地址：北京市房山区良乡镇明源路2—3号门,电话：010-69372033,
北京嘉事堂张坊药店,地址：北京市房山区张坊镇张坊村南欣街1号,电话：010-61339899,
北京嘉事堂幸福村药店,地址：北京市朝阳区幸福中路G座G段,电话：010-64132436,
北京嘉事堂保和堂药店,地址：北京市丰台区蒲黄榆二里,电话：010-67612305,
北京恒生泰好药师大药房,地址：北京市朝阳区十里堡甲3号院内南侧10-12号,电话：010-65586510,
北京好药师大药房大洋坊路店,地址：北京市朝阳区十八里店乡大洋坊路横街子村232号,电话：010-87303570,
北京嘉事堂长顺药店,地址：北京市房山区长沟镇长沟大街,电话：010-61363105,
北京顺源好药师大药房,地址：北京市昌平区沙河镇沙阳路9号院8号,电话：010-80704076,
北京博鹏好药师大药房,地址：北京市大兴区黄村镇三间房开发区5号,电话：010-61268083,
北京嘉事堂盛年堂药店,地址：北京市丰台区西幸福街1号楼底商1-10,电话：010-63823493,
北京好药师大药房定辛庄店,地址：北京市朝阳区黑庄户乡定辛庄村甲3号,电话：010-85375093,
北京嘉事堂阎村药店,地址：北京市房山区阎村镇大董村路口,电话：010-89318298,
北京嘉事堂劲松桥药店,地址：北京市朝阳区东三环南路富顿中心C105,电话：010-58672109,
北京嘉事堂南山堂药店,地址：北京市丰台区南苑东头道街29号,电话：010-67991232,
北京嘉事堂看丹桥药店,地址：北京市丰台区新华街五里十一号楼平房,电话：010-63753035,
北京嘉事堂新镇药店,地址：北京市房山区阎村镇南坊村,电话：010-60389724,
北京瑞祺康乐好药师大药房,地址：北京市昌平区阳坊镇阳坊村(原器材厂院外),电话：010-80704076,
北京南口好药师大药房,地址：北京市昌平区南口镇马房村南马路路南,电话：010-89792996 ,
北京同华路好药师大药房,地址：北京市大兴区大兴区西红门镇四村同华路8号,电话：无,
北京嘉事堂洋桥药店,地址：北京市丰台区大红门西路19号,电话：010-67226101,
北京嘉事堂北潞园药店,地址：北京市良乡北潞园小区北潞春E7楼,电话：010-89361094,
北京嘉事堂月华药店,地址：北京市房山区良乡拱辰北大街19号,电话：010-69353507,
北京万家瑞大药房连锁有限公司康平店,地址：北京市平谷区平谷镇新平北路63号院1号楼4单元2号,电话：010-58554913,
北京嘉事堂圣草堂药店,地址：北京市丰台区东大街6号,电话：010-63812046,
北京庆林好药师大药房,地址：北京市朝阳区上辛堡939总站3号,电话：010-51274086,
北京好药师大药房望花路店,地址：北京市朝阳区望花路西里小区23号楼,电话：无,
北京嘉事堂圣福兴药店,地址：北京市房山区房山城关北大街6号,电话：010-69319474,
北京嘉事堂松榆里药店,地址：北京市朝阳区松榆里17号楼,电话：010-67306001,
北京嘉事堂河北镇药店,地址：北京市房山区河北镇河南村,电话：010-60371292,
北京好药师大药房朝阳路店,地址：北京市朝阳区朝阳路67号10号楼139号.140号,电话：010-85763077,
北京嘉事堂兴月平安药店,地址：北京市房山兴房大街6号,电话：010-89324535,
北京嘉事堂万客隆酒仙桥店,地址：北京市朝阳区酒仙桥路12号,电话：010-84569049,
北京嘉事堂十渡药店,地址：北京市房山区十渡镇十渡村,电话：010-61348091,
北京嘉事堂东辛店二店,地址：北京市朝阳区崔各庄乡东辛店村217号,电话：无,
北京嘉事堂新源里药店,地址：北京市朝阳区左家庄新源街24号京源商场一层,电话：010-64671079,
北京嘉事堂东辛店药店,地址：北京市朝阳区崔各庄乡（南皋）东辛店村191号,电话：无,
北京万家瑞大药房连锁有限公司兴平店,地址：北京市平谷区平谷镇乐园东小区1号楼1单元2号,电话：010-69973861,
北京嘉事堂连锁药店有限责任公司双桥第二药店,地址：北京市朝阳区双桥火车站站兴商场北侧,电话：010-65400295,
北京万家瑞大药房连锁有限公司马坊供销社店,地址：北京市平谷区马坊镇西大街西路15号,电话：010-60999164,
北京万家瑞大药房连锁有限公司峪口供销社店,地址：北京市平谷区峪口镇峪口村西大街1号,电话：010-61902581,
北京万家瑞大药房连锁有限公司天寿春二店,地址：北京市平谷区文化南街区工会底商楼3号,电话：010-61993812,
北京鸿福堂好药师大药房,地址：北京市昌平区回龙观镇南店村新都家园会所12号楼底商一层,电话：010-82954764,
北京万家瑞大药房连锁有限公司前吉山店,地址：北京市平谷区刘家店镇前吉山村46号,电话：010-89973318,
北京万家瑞大药房连锁有限公司东辛撞店,地址：北京市平谷区大华山镇东辛撞东路102号,电话：010-89973381,
北京万家瑞大药房连锁有限公司镇罗营供销社店,地址：北京市平谷区镇罗营镇上营村西城路41号,电话：010-61960855,
北京嘉事堂永安里药店,地址：北京市朝阳区朝外东大桥路18号,电话：010-65024210,
北京嘉事堂劲松药店,地址：北京市朝阳区劲松五区512楼一层524号 ,电话：010-67730076,
北京市平谷区国医堂中医门诊部,地址：北京市平谷区金乡西小区三层底商东8号,电话：010-61995959,
北京嘉事堂连锁药店有限责任公司垡头店,地址：北京市朝阳区垡头西里11号楼一层,电话：010-67385263,
北京嘉事堂樱花园东街药店,地址：北京市朝阳区樱花园东街1号,电话：010-64415257,
北京万家瑞大药房连锁有限公司北杨桥店,地址：北京市平谷区峪口镇北杨家桥村北杨家桥中路45号,电话：010-61912218,
北京嘉事堂西坝河药店,地址：北京市朝阳区西坝河东里83号楼一层,电话：010-64664340,
北京医保中洋大药房有限公司小河屯店,地址：北京市延庆镇城关镇小河屯村南中洋大药房,电话：010-81179258,
北京万家瑞大药房连锁有限公司小峪子店,地址：北京市平谷区大华山镇小峪子村峪华路55号,电话：010-89973382,
北京万家瑞大药房连锁有限公司马昌营店,地址：北京市平谷区马昌营镇马昌营村南路西侧66号,电话：010-61987581,
北京嘉事堂顺源里药店,地址：北京市朝阳区左家庄顺源里13楼一层,电话：010-64670470,
北京嘉事堂垂杨柳药店,地址：北京市朝阳区劲松三区304楼-3,电话：010-67730302,
北京医保中洋大药房有限公司延庆分店,地址：北京市延庆镇高塔街27号恒生市场南中洋大药房,电话：010-61123269,
北京万家瑞大药房连锁有限公司天寿春一店,地址：北京市平谷区平谷镇金乡西小区新平北路57号一单元,电话：010-61993628,
北京嘉事堂康静里药店,地址：北京市朝阳区康静里小区20号楼,电话：010-65496400,
北京万家瑞大药房连锁有限公司北土门店,地址：北京市平谷区熊儿寨乡北土门村后街44号,电话：010-89973380,
北京医保中洋大药房有限公司向阳街店,地址：北京市平谷区向阳街南路10号,电话：010-89997715,
北京市大华山供销合作社医药经营部,地址：北京市平谷区大华山镇大华山大街124号,电话：010-61948944,
北京嘉事堂团结湖药店,地址：北京市朝阳区团结湖中路34号,电话：010-85980023,
北京万家瑞大药房连锁有限公司建设街店,地址：北京市平谷区平谷镇建设街甲5号楼-2,电话：010-89995016,
北京嘉事堂呼家楼药店,地址：北京市朝阳区呼家楼北街乙4号楼一层,电话：010-65010875,
北京医保中洋大药房有限公司建设西街店,地址：北京市平谷区平谷镇建设西街22号林荫家园19-11-101、102,电话：010-89997124,
北京嘉事堂西坝河南里药店,地址：北京市朝阳区西坝河南里21号楼一层,电话：010-64666137,
北京万家瑞大药房连锁有限公司天寿春四店,地址：北京市平谷区平谷镇北二环路太平街路口（太安街35号）,电话：010-89979638,
北京万家瑞大药房连锁有限公司贾各庄店,地址：北京市平谷区王辛庄镇贾各庄村南街2号-3,电话：010-69952658,
北京嘉事堂工体路药店,地址：北京市朝阳区工体西里6号楼一层,电话：010-65520352,
北京医保中洋大药房有限公司林荫分店,地址：北京市平谷区平谷镇林荫南街3-38号,电话：010-89988327,
北京同仁堂博塔医药有限责任公司金街药店,地址：北京市东城区王府井大街301号B2层MB211号,电话：010-65280211,
北京嘉事堂首都机场药店,地址：北京市朝阳区小天竺路4号-1,电话：010-64564314,
北京万家瑞大药房连锁有限公司后北宫店,地址：北京市平谷区大华山镇后北宫路23号,电话：无,
北京嘉事堂甘露园药店,地址：北京市朝阳区甘露园南二区六楼一层,电话：010-85781099,
北京医保中洋大药房有限公司彩俸分店,地址：北京市顺义区采俸北区5号4门,电话：010-89477684,
北京云芝堂大药房有限公司,地址：北京市丰台区造甲村造甲南里11号宝丰大厦底商1层2——4 ,电话：无,
北京嘉事堂酒仙桥路药店,地址：北京市朝阳区酒仙桥路27号,电话：010-64364256,
北京万家瑞大药房连锁有限公司,地址：北京市平谷区平谷镇西寺渠村底商楼一层,电话：010-89995766,
北京医保中洋大药房有限公司张镇分店,地址：北京市顺义区张镇张各庄中洋大药房,电话：010-61488938,
北京医保中洋大药房有限公司孟庄分店,地址：北京市延庆镇城关镇孟庄村南（中洋大药房延庆分店南门）,电话：010-61122494,
北京嘉事堂高家园药店,地址：北京市朝阳区高家园小区106楼一层,电话：010-64370173,
北京医保中洋大药房有限公司格兰山水店,地址：北京市延庆镇格兰山水小区临1-1,电话：010-61123391,
北京医保中洋大药房有限公司白浮分店,地址：北京市昌平区马池口镇白浮村,电话：010-60772975,
北京医保中洋大药房有限公司东屯分店,地址：北京市延庆镇城关镇东屯村东头路南中洋东屯分店,电话：010-61112618,
北京医保中洋大药房有限公司老牛湾店,地址：北京市昌平区沙河镇沙阳路北京钨钼材料厂宿舍A栋1楼3号,电话：010-80722597,
北京医保中洋大药房有限公司南口分店,地址：北京市昌平区交通街1号西厂商住楼4单元7－8号,电话：010-80191554,
北京医保中洋大药房有限公司彩虹分店,地址：北京市密云县果园南区2号北户,电话：010-69062081,
北京医保中洋大药房有限公司季庄分店,地址：北京市密云县季庄小区50楼6单元,电话：010-69050433,
北京医保中洋大药房有限公司前八家店,地址：北京市海淀区双清路22号,电话：010-62321003,
北京医保中洋大药房有限公司增光路店,地址：北京市海淀区增光路27-4号,电话：010-68475065,
北京国大药房连锁有限公司蓝堡华贸连锁店,地址：北京市朝阳区西大望路3号蓝堡国际公寓S112,电话：010-85999588,
北京医保中洋大药房有限公司八大处店,地址：北京市石景山区香山南路168号楼底商3-103,电话：010-88789548,
北京医保中洋大药房有限公司开古庄店,地址：北京市房山区闫村镇开古庄村3里83号,电话：010-81305629,
北京医保中洋大药房有限公司永定路店,地址：北京市海淀区永定路31号,电话：010-68271508,
北京普安法玛西医药有限公司文慧园路路药房,地址：北京市海淀区西直门北大街32号枫蓝购物中心3号楼1层102-8,电话：010-62210749,
北京普安法玛西医药有限公司海淀大药房,地址：北京市海淀区海淀大街44号蓝格赛商业楼1层6号,电话：010-82676717,
北京医保中洋大药房有限公司燕山分店,地址：北京市房山区燕山迎风南路甲6号楼5号,电话：010-80344066,
北京医保中洋大药房有限公司丰桥路店,地址：北京市丰台区葛家村西里一号三环新城36号楼1层22号,电话：010-64950679,
北京普安法玛西医药有限公司王府井药房,地址：北京市东城区王府井大街301号新燕莎金街购物广场B2MB221,电话：010-65273261,
北京普安法玛西医药有限公司广顺北大街大药房,地址：北京市朝阳区望京商业街B13a,电话：010-64720548,
北京国大药房连锁有限公司胜古苑连锁店,地址：北京市朝阳区安外胜古苑西庄48号3号楼E座,电话：010-64429664,
北京医保中洋大药房有限公司良乡分店,地址：北京市房山区良乡拱辰南大街91号,电话：010-69375433,
北京普安法玛西医药有限公司小营桥药房,地址：北京市海淀区清河中街68号华润五彩城购物中心二期L362号,电话：010-82816211,
北京医保中洋大药房有限公司新宫西店,地址：北京市丰台区新宫村北侧商业房46－51,电话：010-67927908,
北京普安法玛西医药有限公司关东店大药房,地址： 北京市朝阳区关东8-1（世纪财富中心对面）,电话：010-65088897 ,
北京国大药房连锁有限公司金沟河连锁店,地址：北京市海淀区金沟河路10号院1号楼,电话：010-68187069,
北京医保中洋大药房有限公司新桥分店,地址：北京市门头沟区惠民家园二区26号,电话：010-69822621,
北京普安法玛西医药有限公司万寿路药房,地址：北京市海淀区复兴路51号凯德晶品－1层B-02 ,电话：010-68260770,
北京医保中洋大药房有限公司新宫分店,地址：北京市丰台区新宫东侧商业房第25－29号,电话：010-67910558,
北京国大药房连锁有限公司丰益连锁店,地址：北京市丰台区丰管路甲52号院1号楼103号,电话：010-63857659,
北京国大药房连锁有限公司绒线胡同连锁店,地址：北京市西城区西绒线胡同6号楼1-104,电话：010-63134870,
北京医保中洋大药房有限公司石泉分店,地址：北京市门头沟区龙泉镇龙门新区二区B4地段商铺1号楼底商7门,电话：010-52739181,
北京医保中洋大药房有限公司华源里店,地址：北京市丰台区华源三里9号楼,电话：010-63371358,
北京普安法玛西医药有限公司远大路药房,地址：北京市海淀区远大路1号金源新燕莎mall4层4073号,电话：010-88875579,
北京普安法玛西医药有限公司高米店药房,地址：北京市大兴区黄村镇郁花园三里15号楼物美大卖场一层A-001,电话：无,
北京国大药房连锁有限公司东方盛鑫连锁店,地址：北京市朝阳区曙光西里甲6号院9号楼107,电话：010-64650638,
北京医保中洋大药房有限公司军庄分店,地址：北京市门头沟区军庄镇供销社,电话：010-60814097,
北京万森康泰医药有限公司,地址：北京市通州区马驹桥镇二街村委会对面,电话：010-52356284,
北京医保中洋大药房有限公司六里桥店,地址：北京市丰台区华源街华源一里5号楼,电话：010-63333752,
北京国大药房连锁有限公司宏嘉丽园连锁店,地址：北京市海淀区罗庄宏嘉丽苑第三幢首层北8号,电话：010-82058937,
北京国大药房连锁有限公司朝阳南湖中园连锁店,地址：北京市朝阳区南湖南路15号院甲5号楼1层102,电话：010-64799226,
北京医保中洋大药房有限公司田村分店,地址：北京市海淀区田村路圣华园6号楼底商22号,电话：010-59810827,
北京恒仁康大药房有限公司,地址：北京市通州区富河园12号楼一层12-1,电话：无,
北京普安法玛西医药有限公司复兴门药房,地址：北京市西城区金融大街37号百盛北楼夹层1号,电话：010-66535765,
北京普安法玛西医药有限公司工体北路药房,地址：北京市朝阳区工人体育场北路21号北京屯三里购物中心B1层B1-32,电话：010-58010588,
北京普安法玛西医药有限公司南环路药房,地址：北京市昌平区南环路10号院1号楼金隅万科广场地下一层B1014B,电话：010-60749935,
北京普安法玛西医药有限公司回龙观药房,地址：北京市昌平区龙域中路5号院6号楼104号,电话：010-56946143,
北京国大药房连锁有限公司新和平街连锁店,地址：北京市朝阳区和平西苑20号楼C101号,电话：010-84276496,
北京国大药房连锁有限公司南线阁连锁店,地址：北京市西城区枣林北里2号楼,电话：010-83537847,
北京和瑞堂大药房有限公司,地址：北京市顺义区怡馨家园39号楼39-9,电话：010-81491126,
北京国大药房连锁有限公司大运村连锁店,地址：北京市海淀区知春路17号,电话：010-82319421,
北京国大药房连锁有限公司翠微连锁店,地址：北京市海淀区翠微路甲3号,电话：010-68242026,
北京国大药房连锁有限公司陶然亭连锁店,地址：北京市西城区陶然亭路47号,电话：010-83547928,
北京普安法玛西医药有限公司第一分店,地址： 北京市朝阳区望京利泽西圆望馨园小区106号,电话：010-64786280,
北京国大药房连锁有限公司永定门连锁店,地址：北京市东城区永外三元西巷甲12号一层,电话：010-87267687,
北京国大药房连锁有限公司陶然亭东连锁店,地址：北京市西城区陶然亭路2号9号楼,电话：010-83953348,
北京国大药房连锁有限公司林萃路连锁店,地址：北京市海淀区宝盛里芳清园8号楼1层商业02,电话：010-82738860,
北京普安法玛西医药有限公司北苑药房,地址：北京市朝阳区清河营南街7号院华贸城7号楼1层C-001,电话：010-84369938,
北京国大药房连锁有限公司北土城连锁店,地址：北京市朝阳区元大都城遗址公司内东侧 北京利天弘商城二楼3035号,电话：010-84298059,
北京国大药房连锁有限公司宝盛里连锁店,地址：北京市海淀区宝盛里37号楼,电话：010-62993004,
北京普安法玛西医药有限公司巴沟路药房,地址：北京市海淀区巴沟路2号(北京华联万柳购物中心B139号）,电话：010-82589676,
北京国大药房连锁有限公司东方四环连锁店,地址：北京市朝阳区南磨房乡楼梓庄世纪东方家园4号楼4-10 ,电话：010-87356548,
北京国大药房连锁有限公司芍药居北里连锁店,地址：北京市朝阳区芍药居北里117号楼首层,电话：010-84610558 ,
北京国大药房连锁有限公司城南嘉园连锁店,地址：北京市丰台区城南嘉园11号楼2单元103号,电话：010-67521095,
北京国大药房连锁有限公司广渠门连锁店,地址：北京市东城区广渠门北里55号,电话：010-67109756,
北京普安法玛西医药有限公司大望路大药房,地址：北京市朝阳区建国路93号CBD万达国际广场6-1-11底商(沃尔玛对面),电话：010-58205209,
北京国大药房连锁有限公司崇文连锁店,地址：北京市东城区都市馨园8号楼1层,电话：010-67028458,
北京国大药房连锁有限公司育方园连锁店,地址：北京市丰台区花乡育芳园22号,电话：010-83619107,
北京国大药房连锁有限公司南湖西园连锁店,地址：北京市朝阳区南湖西园126号,电话：010-64757920,
北京佰灵大药房有限公司,地址：北京市朝阳区左家庄中街6号院9号楼1层112、2层206 ,电话：010-84604059,
北京国大药房连锁有限公司永外连锁店,地址：北京市东城区沙子口路48号,电话：010-67282567,
北京国大药房连锁有限公司长辛店连锁店,地址：北京市丰台区长云路2号院19号楼一层03号,电话：010-83860040,
北京国大药房连锁有限公司左家庄连锁店,地址：北京市朝阳区左家庄西街甲12号,电话：010-84483687,
北京国大药房连锁有限公司东苇路连锁店,地址：北京市朝阳区常营乡常营居住区一期一区119僮E号,电话：010-65437984,
北京芙蓉路万芝堂医药有限责任公司,地址：北京市通州区芙蓉路芙蓉园310-9号,电话：010-89536122,
