河北神威大药房连锁有限公司百姓健康店,地址：河北省石家庄市长安区范西路19号人民医院对过,电话：0311-86038899,
河北神威大药房连锁有限公司兴达店,地址：河北省石家庄市长安区健康路华平胡同16号,电话：0311-86017167,
河北神威大药房连锁有限公司燕都店,地址：河北省石家庄市新华区燕都金地城F1号,电话：0311-87716177,
河北神威大药房连锁有限公司兴苑店,地址：河北省石家庄市长安区谈固东街55号,电话：0311-85679187,
河北神威大药房连锁有限公司万信店,地址：河北省石家庄市新华区新华区北城路35号万信城市花园,电话：0311-87775577,
河北神威大药房连锁有限公司建设店,地址：河北省石家庄市新华区友谊北大街西苑小区,电话：0311-87834558,
河北神威大药房连锁有限公司石门店,地址：河北省石家庄市裕华区石门小区11号楼东2号,电话：0311-85030577,
河北神威大药房连锁有限公司新石店,地址：河北省石家庄市桥西区中华南大街418号,电话：0311-83807977,
河北神威大药房连锁有限公司百汇店,地址：河北省石家庄市长安区育才街与谈南路交叉口,电话：0311-86210677,
河北神威大药房连锁有限公司建国店,地址：河北省石家庄市新华区西建街47号（市二院东边）,电话：0311-83032777,
河北神威大药房连锁有限公司泰华店,地址：河北省石家庄市新华区市庄路与泰华街交口路南,电话：0311-87052777,
河北神威大药房连锁有限公司槐中店,地址：河北省石家庄市裕华区槐中路113号,电话：0311-86107798,
河北神威大药房连锁有限公司虹光店,地址：河北省石家庄市桥西区新华路474号,电话：0311-83638177,
河北神威大药房连锁有限公司健康店,地址：河北省石家庄市裕华区槐中路190号,电话：0311-86694777,
河北神威大药房连锁有限公司裕东店,地址：河北省石家庄市长安区青园街19号,电话：0311-85054998,
河北神威大药房连锁有限公司兴凯店,地址：河北省石家庄市桥西区城角街726号,电话：0311-87801577,
河北神威大药房连锁有限公司栗胜店,地址：河北省石家庄市长安区栗胜路与平安大街交口往西100米,电话：0311-86033777,
河北神威大药房连锁有限公司开泰店,地址：河北省石家庄市桥西区开泰街61号,电话：0311-87201115,
河北神威大药房连锁有限公司翟营店,地址：河北省石家庄市长安区翟营大街18号,电话：0311-85063877,
河北神威大药房连锁有限公司方北店,地址：河北省石家庄市裕华区槐北路101号（25中对面）,电话：0311-86068246,
河北神威大药房连锁有限公司华泰店,地址：河北省石家庄市新华区泰华街539号,电话：0311-83634556,
河北神威大药房连锁有限公司西兴店,地址：河北省石家庄市桥西区中山西路772号,电话：0311-83632777,
河北神威大药房连锁有限公司范西店,地址：河北省石家庄市长安区范西路人民医院西邻20米,电话：0311-86673777,
河北神威大药房连锁有限公司中山店,地址：河北省石家庄市桥西区西里街富花园29栋7单元一层,电话：0311-83014777,
河北神威大药房连锁有限公司南王店,地址：河北省石家庄市裕华区东岗路108号（大石门）,电话：0311-85826771,
河北神威大药房连锁有限公司裕华店,地址：河北省石家庄市桥西区平安大街与裕华路口平安南大街29号,电话：0311-86074777,
河北神威大药房连锁有限公司新华店,地址：河北省石家庄市新华区中华北大街188号,电话：0311-87821277,
河北神威大药房连锁有限公司槐北店,地址：河北省石家庄市裕华区槐北路378号（东苑小区北门西行50米）,电话：0311-85055777,
河北神威大药房连锁有限公司广安店,地址：河北省石家庄市长安区建明北路6号（建明北路与翟营大街交口）,电话：0311-80927267,
河北神威大药房连锁有限公司平安店,地址：河北省石家庄市桥西区东风路35号一层北侧东二房,电话：0311-86018917,
河北神威大药房连锁有限公司胜利店,地址：河北省石家庄市长安区胜利北大街178号,电话：0311-86810777,
河北神威大药房连锁有限公司联盟店,地址：河北省石家庄市新华区联盟路345号,电话：0311-87732777,
河北神威大药房连锁有限公司红楼店,地址：河北省石家庄市裕华区青园街与东岗路交叉口,电话：0311-85829777,
河北神威大药房连锁有限公司青园店,地址：河北省石家庄市裕华区青园街与东风路交叉口235号,电话：0311-85802777,
河北神威大药房连锁有限公司中华店,地址：河北省石家庄市桥西区中华南大街323号,电话：0311-83819777,
河北神威大药房连锁有限公司雅涛店,地址：河北省石家庄市长安区裕华路与青园街交口,电话：0311-86671848,
唐山祝君康大药房连锁有限公司永健店,地址：河北省唐山市迁安市大王庄村南,电话：无,
唐山祝君康大药房连锁有限公司聚康店,地址：河北省唐山市迁安市五重安乡保障性住房3号楼301房,电话：无,
唐山祝君康大药房连锁有限公司彭店子店,地址：河北省唐山市迁安市彭店子乡高李庄村,电话：无,
唐山祝君康大药房连锁有限公司永乐店,地址：河北省唐山市迁安市小王庄村西,电话：无,
唐山祝君康大药房连锁有限公司杨店子药房,地址：河北省唐山市迁安市杨店子镇王庄子村,电话：无,
唐山祝君康大药房连锁有限公司永仁店,地址：河北省唐山市迁安市迁安镇于家村,电话：无,
唐山祝君康大药房连锁有限公司上庄店,地址：河北省唐山市上庄乡集贸市场,电话：无,
唐山祝君康大药房连锁有限公司沙河驿店,地址：河北省唐山市迁安市沙河驿镇窝子村,电话：无,
唐山祝君康大药房连锁有限公司爪村店,地址：河北省唐山市迁安市野鸡坨镇爪村,电话：无,
唐山祝君康大药房连锁有限公司首钢店,地址：河北省唐山市迁安市杨店子镇车辕寨村,电话：无,
唐山祝君康大药房连锁有限公司徐流营店,地址：河北省唐山市迁安市杨各庄镇徐流营村,电话：无,
唐山祝君康大药房连锁有限公司木厂口店,地址：河北省唐山市迁安市木厂口镇松护社区商业楼20号,电话：无,
唐山祝君康大药房连锁有限公司杨各庄店,地址：河北省唐山市迁安市杨各庄镇杨各庄村,电话：无,
唐山祝君康大药房连锁有限公司滨河社区店,地址：河北省唐山市迁安市杨店子镇滨河社区E区9号楼底商东2（维五街172号）,电话：无,
唐山祝君康大药房连锁有限公司滨河村店,地址：河北省唐山市迁安市杨店子镇滨河村,电话：无,
唐山祝君康大药房连锁有限公司和平路店,地址：河北省唐山市迁安市迁安镇和平路1145号,电话：无,
唐山祝君康大药房连锁有限公司安顺店,地址：河北省唐山市迁安市安顺家园商铺14-5号,电话：无,
唐山祝君康大药房连锁有限公司永顺店,地址：河北省唐山市迁安市永顺街东段南侧,电话：无,
唐山祝君康大药房连锁有限公司杨柏店,地址：河北省唐山市迁安市木厂口镇木厂口社区商业楼20、21号,电话：无,
唐山祝君康大药房连锁有限公司蔡园店,地址：河北省唐山市迁安市蔡园镇新庄村,电话：无,
唐山祝君康大药房连锁有限公司滨西店,地址：河北省唐山市迁安市杨店子镇大郭庄村滨河大街378号,电话：无,
唐山祝君康大药房连锁有限公司永和店,地址：河北省唐山市迁安市沙河驿镇沙河驿村,电话：无,
唐山祝君康大药房连锁有限公司永平店,地址：河北省唐山市迁安市上庄乡平林镇村,电话：无,
唐山祝君康大药房连锁有限公司永庆店,地址：河北省唐山市迁安市杨店子镇宏滨小区经济适用房处门市第10栋07号底商,电话：无,
唐山祝君康大药房连锁有限公司大五里店,地址：河北省唐山市迁安市大五里乡大五里村,电话：无,
唐山祝君康大药房连锁有限公司正兴店,地址：河北省唐山市迁安市阎家店乡阎家店商业街,电话：无,
唐山祝君康大药房连锁有限公司丁官营店,地址：河北省唐山市迁安市迁安镇石李桥村,电话：无,
唐山祝君康大药房连锁有限公司永成店,地址：河北省唐山市迁安市夏官营镇夏官营村,电话：无,
唐山祝君康大药房连锁有限公司永祥店,地址：河北省唐山市迁安市扣庄乡吉王庄村,电话：无,
唐山祝君康大药房连锁有限公司燕春店,地址：河北省唐山市迁安市燕山大路中段路东,电话：无,
唐山祝君康大药房连锁有限公司永康店,地址：河北省唐山市迁安市迁安镇张各庄村乐富街7号,电话：无,
唐山祝君康大药房连锁有限公司燕山路店,地址：河北省唐山市迁安市燕山大路中段西侧,电话：无,
唐山祝君康大药房连锁有限公司康体店,地址：河北省唐山市迁安市阜安大路1728号,电话：无,
唐山祝君康大药房连锁有限公司阜安路店,地址：河北省唐山市迁安市阜安路1531号,电话：无,
唐山祝君康大药房连锁有限公司,地址：河北省唐山市迁安市迁安镇季庄村宏三元街13号,电话：0315-7272713,
一笑堂医药连锁石化家园店,地址：河北省保定市朝阳北大街石化家园地上268号,电话：0312-50651111,
辽宁成大方圆医药连锁有限公司秦皇岛水泉街分店,地址：河北省秦皇岛市水泉街48号,电话：0335-5071835,
辽宁成大方圆医药连锁有限公司秦皇岛邵领分店,地址：河北省秦皇岛市海港区红旗路248号,电话：0335-7667677,
辽宁成大方圆医药连锁有限公司秦皇岛西港路分店,地址：河北省秦皇岛市海港区西港路199-1号,电话：0335-3870211,
辽宁成大方圆医药连锁有限公司秦皇岛秦皇小区分店,地址：河北省秦皇岛市海港区秦安街182号 ,电话：0335-3058075,
辽宁成大方圆医药连锁有限公司秦皇岛和煦街分店,地址：河北省秦皇岛市海港区和煦街93号,电话：0335-3837967,
辽宁成大方圆医药连锁有限公司秦皇岛民族路分店,地址：河北省秦皇岛市海港区民族路66号,电话：0335-3205277,
辽宁成大方圆医药连锁有限公司秦皇岛山海关莲花湖分店,地址：河北省秦皇岛市山海关区东水关大街39号,电话：0335-5073836,
辽宁成大方圆医药连锁有限公司秦皇岛燕双路分店,地址：河北省秦皇岛市海港区燕双路28号,电话：0335-3611307,
辽宁成大方圆医药连锁有限公司秦皇岛安居里分店,地址：河北省秦皇岛市海港区安居中街8号,电话：0335-3166773,
辽宁成大方圆医药连锁有限公司秦皇岛山海关顺成分店,地址：河北省秦皇岛市山海关区关城南路55-1号,电话：0335-5072836,
辽宁成大方圆医药连锁有限公司秦皇岛孟营分店,地址：河北省秦皇岛市开发区峨眉山南路6号,电话：0335-8514771,
辽宁成大方圆医药连锁有限公司秦皇岛耀富路分店,地址：河北省秦皇岛市海港区耀富路14号,电话：0335-3405277,
辽宁成大方圆医药连锁有限公司秦皇岛兴平分店,地址：河北省秦皇岛市海港区燕山大街27号,电话：0335-3619086,
辽宁成大方圆医药连锁有限公司秦皇岛海阳路分店,地址：河北省秦皇岛市海港区海阳路付104-7、8、9号,电话：0335-3257277,
辽宁成大方圆医药连锁有限公司秦皇岛福寿里分店,地址：河北省秦皇岛市海港区开滦路163号,电话：0335-3406058,
辽宁成大方圆医药连锁有限公司秦皇岛山海关南园分店,地址：河北省秦皇岛市山海关南园新区6-8、6-10号,电话：0335-5061836,
辽宁成大方圆医药连锁有限公司秦皇岛宝佳花园分店,地址：河北省秦皇岛市开发区漓江道1、3号,电话：0335-8591877,
辽宁成大方圆医药连锁有限公司秦皇岛中心店,地址：河北省秦皇岛市海港区建国路144号,电话：0335-3208758,
辽宁成大方圆医药连锁有限公司秦皇岛东李庄分店,地址：河北省秦皇岛市海港区燕山大街东段5号,电话：0335-3162477,
辽宁成大方圆医药连锁有限公司秦皇岛张庄分店,地址：河北省秦皇岛市海港区港锋街25号,电话：0335-3633277,
辽宁成大方圆医药连锁有限公司秦皇岛四季青分店,地址：河北省秦皇岛市海港区建国路72-1号,电话：0335-3293177,
辽宁成大方圆医药连锁有限公司秦皇岛海阳分店,地址：河北省秦皇岛市海港区海阳三村南大街54号,电话：0335-8388591,
辽宁成大方圆医药连锁有限公司秦皇岛玉峰里分店,地址：河北省秦皇岛市海港区玉峰里31栋一层,电话：0335-3609377,
辽宁成大方圆医药连锁有限公司秦皇岛东大分店,地址：河北省秦皇岛市开发区泰山路88号,电话：0335-8071015,
辽宁成大方圆医药连锁有限公司秦皇岛茂业分店,地址：河北省秦皇岛市海港区海后街35号,电话：0335-3205977,
衡水为民药房连锁有限公司阜城第一分店,地址：河北省衡水市阜城县西环路东侧 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司阜城佳康店,地址：河北省衡水市阜城县汇源南街（西商3） ,电话：400-812-0012 ,
衡水为民药房连锁有限公司阜城健民店,地址：河北省衡水市阜城县土产门市楼 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司阜城古城恒信店,地址：河北省衡水市阜城县古城镇中心路168号 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司安平民康店,地址：河北省衡水市安平县为民街中段路南 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司阜城崔庙老百姓店,地址：河北省衡水市阜城县崔庙乡砖门街 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司阜城码头镇利民店,地址：河北省衡水市阜城镇码头镇 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司安平弘缘店,地址：河北省衡水市安平县为民街南保衡路西 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司武邑康源店,地址：河北省衡水市武邑县武邑镇西环路 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司武邑诚信店,地址：河北省衡水市武邑县清凉店镇冠球路 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司阜城吉祥店,地址：河北省衡水市阜城县东丽南大街吉祥西区2号门市楼 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司武邑济世堂店,地址：河北省衡水市武邑县富达路南侧37号 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司安平康明店,地址：河北省衡水市安平县育才路防疫站对过 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司深州康健店,地址：河北省衡水市深州市永安大街 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司景县康复店,地址：河北省衡水市景县南环景新大街中段审计局对过 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司深州康乐佳店,地址：河北省衡水市深州市博陵西路 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司枣强康乐店,地址：河北省衡水市枣强县城市花园66A-2-101 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司景县第六分店,地址：河北省衡水市景县东城墙路37号 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司留府第一分店,地址：河北省衡水市景县留府乡（十字西街200米路北） ,电话：400-812-0012 ,
衡水为民药房连锁有限公司景县大众店,地址：河北省衡水市景县亚夫路南段邮电局对过 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司景县第三分店,地址：河北省衡水市景县水场路南城墙路交叉路口南50米南苑小区22号 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司枣强科技园店,地址：河北省衡水市枣强县大营镇科技园3区 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司枣强第三分店,地址：河北省衡水市枣强县帝景城24幢P21室 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司景县益寿堂店,地址：河北省衡水市景县景州镇车庄村 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司刘集第一分店,地址：河北省衡水市景县刘集乡医院路 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司枣强惠仁店,地址：河北省衡水市枣强县世纪花园178号 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司枣强第二分店,地址：河北省衡水市枣强县建设南路166号 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司深州天平店,地址：河北省衡水市深州市贸易城新区纬三路64号 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司广川益民堂店,地址：河北省衡水市景县广川镇商贸街25号 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司景县第一分店,地址：河北省衡水市景县北环景华大街28号 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司枣强康瑞店,地址：河北省衡水市枣强县富强路26号 ,电话：400-812-0012 ,
为衡水为民药房连锁有限公司枣强第一分店,地址：河北省衡水市枣强县人民东街6号 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司广川第一分店,地址：河北省衡水市景县广川村东商业街 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司武强祥泰店,地址：河北省衡水市武强县平安路235号 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司武强益民店,地址：河北省衡水市武强县武强镇体育街 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司武强第一分店,地址：河北省衡水市武强县新建路与体育大街交叉口县医院斜对面 ,电话：400-812-0012 ,
衡水为民药房连锁有限公司麻森一店,地址：河北省衡水市桃城区大麻森乡韩麻森村 ,电话：0318-2044448 ,
衡水为民药房连锁有限公司北沼店,地址：河北省衡水市桃城区北沼村 ,电话：0318-2201868 ,
衡水为民药房连锁有限公司饶阳第一分店,地址：河北省衡水市饶阳县肃衡路中段（饶阳汽车站斜对过） ,电话：400-812-0012 ,
衡水为民药房连锁有限公司赵圈二店,地址：河北省衡水市桃城区衡宝路南侧 ,电话：0318-2872868 ,
衡水为民药房连锁有限公司干马店,地址：河北省衡水市桃城区红旗大街干马桥南166号 ,电话：0318-8016203 ,
衡水为民药房连锁有限公司明信堂店,地址：河北省衡水市桃城区武邑县建设西路公安局西邻 ,电话：0318-5716111 ,
衡水为民药房连锁有限公司赵圈店,地址：河北省衡水市桃城区赵圈镇大田家圈村 ,电话：0318-6876298 ,
衡水为民药房连锁有限公司利民店,地址：河北省衡水市桃城区榕花北大街528号德隆超市内 ,电话：0318-2124581 ,
衡水为民药房连锁有限公司中心街店,地址：河北省衡水市桃城区中心大街452号 ,电话：0318-2998992 ,
衡水为民药房连锁有限公司杏林名苑店,地址：河北省衡水市桃城区故城县郑口镇中华街东康宁路北 ,电话：0318-5529362 ,
衡水为民药房连锁有限公司馨悦店,地址：河北省衡水市桃城区站前东路66号 ,电话：0318-5221162 ,
衡水为民药房连锁有限公司邓庄店,地址：河北省衡水市桃城区邓庄 ,电话：0318-2876855 ,
衡水为民药房连锁有限公司靓景名居店,地址：河北省衡水市桃城区永兴西路886号滏丰家园4幢1层4号,电话：0318-5227780 ,
衡水为民药房连锁有限公司招贤路店,地址：河北省衡水市桃城区招贤路319号 ,电话：0318-5111900 ,
衡水为民药房连锁有限公司气象店,地址：河北省衡水市桃城区京大路237号 ,电话：0318-5221158 ,
衡水为民药房连锁有限公司开发区店,地址：河北省衡水市桃城区人民西路1723号 ,电话：0318-5221156 ,
衡水为民药房连锁有限公司京大路店,地址：河北省衡水市桃城区京衡南大街288号万德福超市内 ,电话：0318-2135120 ,
衡水为民药房连锁有限公司惠民店,地址：河北省衡水市桃城区胜利中路希望胡同1号 ,电话：0318-5225595 ,
衡水为民药房连锁有限公司幸福里店,地址：河北省衡水市桃城区前进街西侧和平路北侧公园大道第A座一层16号 ,电话：0318-6875011 ,
衡水为民药房连锁有限公司财贸店,地址：河北省衡水市桃城区榕花北大街242号 ,电话：0318-2875831 ,
衡水为民药房连锁有限公司康宁店,地址：河北省衡水市桃城区新华中路68号 ,电话：0318-5221109 ,
衡水为民药房连锁有限公司腾达新城店,地址：河北省衡水市桃城区永兴路南前进街西腾达新城28号楼12号 ,电话：0318-5227226 ,
衡水为民药房连锁有限公司永安店,地址：河北省衡水市桃城区和平东路1023号 ,电话：0318-5225581 ,
衡水为民药房连锁有限公司广厦店,地址：河北省衡水市桃城区胜利西路北侧 ,电话：0318-5221133 ,
衡水为民药房连锁有限公司盛世华庭店,地址：河北省衡水市桃城区永安东路302号 ,电话：0318-2877889 ,
衡水为民药房连锁有限公司利康店,地址：河北省衡水市桃城区人民东路59-17号 ,电话：0318-5225585 ,
衡水为民药房连锁有限公司永兴店,地址：河北省衡水市桃城区永兴东路1399号 ,电话：0318-5238856 ,
衡水为民药房连锁有限公司康泰店,地址：河北省衡水市桃城区红旗大街59号　 ,电话：0318-5225589 ,
衡水为民药房连锁有限公司大庆路店,地址：河北省衡水市桃城区大庆东路108号2幢1层7号　 ,电话：0318-7093091 ,
衡水为民药房连锁有限公司赵庄店,地址：河北省衡水市桃城区中心街西永兴路南8幢1号 ,电话：0318-2255356 ,
衡水为民药房连锁有限公司红旗店,地址：河北省衡水市桃城区新大陆商业广场A区03号 ,电话：0318-7105128 ,
衡水为民药房连锁有限公司保康店,地址：河北省衡水市桃城区新华路25号 ,电话：0318-5225590 ,
衡水为民药房连锁有限公司富力城店,地址：河北省衡水市桃城区和平西路1869号 ,电话：0318-5269098 ,
衡水为民药房连锁有限公司永康店,地址：河北省衡水市桃城区大庆路与中华大街交叉口东南角 ,电话：0318-2127811 ,
衡水为民药房连锁有限公司太阳城店,地址：河北省衡水市桃城区胜利东路1765号 ,电话：0318-7600686 ,
衡水为民药房连锁有限公司光明店,地址：河北省衡水市桃城区京大路151号 ,电话：0318-5225580 ,
衡水为民药房连锁有限公司民兴店,地址：河北省衡水市桃城区育才街与和平路交叉口西北角 ,电话：0318-5225592 ,
衡水为民药房连锁有限公司康复店,地址：河北省衡水市桃城区胜利西路210号 ,电话：0318-5235933 ,
衡水为民药房连锁有限公司总店,地址：河北省衡水市桃城区人民中路17-1号 ,电话：0318-5225598 ,
河北华佗药房医药连锁有限公司开发区店,地址：河北省张家口市宣化经济技术开发区信息产业孵化基地1层7号,电话：400-005-8885,
河北华佗药房医药连锁有限公司世博店,地址：河北省唐山市妇幼医院北行150米 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司开发区便利店,地址：河北省张家口市宣化经济技术开发区信息产业孵化基地1层8号,电话：400-005-8885,
河北华佗药房医药连锁有限公司建设路店,地址：河北省唐山市百货大楼北行150米 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司长虹道店,地址：河北省唐山市长虹道与龙泽路交叉口西行50米路南 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司祥荣里店,地址：河北省唐山市长宁道与卫国路交叉口西行150米路南祥荣里底商 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司宣化桥北店,地址：河北省张家口市宣化区南关北19号院综合楼6号底商 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司文北店,地址：河北省唐山市荷花坑北口北行500米盛泰庄园小区底商 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司世纪华庭店,地址：河北省唐山市光明路3号48号小区光明东里甲九楼底商 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司尚义平安东街店,地址：河北省张家口市尚义县平安东街3-26号,电话：400-005-8885,
河北华佗药房医药连锁有限公司南关店,地址：河北省张家口市宣化区南关桥北9号鎏銮鉴大厦底商,电话：400-005-8885,
河北华佗药房医药连锁有限公司宣化大西街店,地址：河北省张家口市沽源县平镇西围子桥西大街县社底商楼,电话：400-005-8885,
河北华佗药房医药连锁有限公司光明南里店,地址：河北省唐山市路北区龙福里新河西楼1甲楼3门1号 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司涿鹿人民北路店,地址：河北省张家口市涿鹿县人民北街东侧 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司唐通路店,地址：河北省唐山市丰润区韩城镇邮政局东侧100米 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司德源里店,地址：河北省唐山市路北区友谊北路西德源里小区东底商B-1号 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司桥西街店,地址：河北省张家口市宣化区皇城桥西街8号1号楼8号底商,电话：400-005-8885,
河北华佗药房医药连锁有限公司涿鹿春光店,地址：河北省张家口市涿鹿镇东风大街春光商厦对面（轩辕2号商住楼） ,电话：400-005-8885,
河北华佗药房医药连锁有限公司常泰里店,地址：河北省唐山市福乐园北门南行150米 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司煤医店,地址：河北省唐山市瑞德数码北行30米煤医附属医院对面 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司钟楼北店,地址：河北省张家口市宣化区钟楼北路福地花园复式底商2号,电话：400-005-8885,
河北华佗药房医药连锁有限公司华仁店,地址：河北省唐山市新街南口 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司文化路店,地址：河北省唐山市工人医院南行150米 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司福乐园店,地址：河北省唐山市福乐园东门北行50米 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司张北二台店,地址：河北省张家口市张北二台镇联通营业部 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司大理路店,地址：河北省唐山市大理路与西山道交叉口南行150米路东 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司万达店,地址：河北省唐山市路北区文化路21号 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司阳原西宁路广场店,地址：河北省张家口市西城镇西宁路东侧 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司建国街店,地址：河北省张家口市宣化区建国街15号楼底商,电话：400-005-8885,
河北华佗药房医药连锁有限公司涿鹿东风大街店,地址：河北省张家口市涿鹿镇东风大街底商 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司宣化店,地址：河北省张家口市宣化区新开南路257医院大门北侧,电话：400-005-8885,
河北华佗药房医药连锁有限公司阳原时代广场店,地址：河北省张家口市阳原县西城镇时代广场 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司张北县兴和东路店,地址：河北省张家口市张北县弘丰城小区1号楼6单元1、2号商铺 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司万全育才街店,地址：河北省张家口市万全县孔家庄镇育才街北侧 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司宣化东马道店,地址：河北省张家口市宣化区医院口腔门诊楼付楼1层 ,电话：400-005-8885 ,
河北华佗药房医药连锁有限公司五一东路店,地址：河北省张家口市桥东区五一东路张家口市公安局经侦支队家属楼底商,电话：400-005-8885,
河北华佗药房医药连锁有限公司沙城龙潭东街店,地址：河北省张家口市怀来县查城镇龙潭东街路北 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司沙城西大街店,地址：河北省张家口市怀来县沙城镇京张公路西大街北侧东二号底商 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司察北区店,地址：河北省张家口市察北管理区黄山管理处207线东察北宾馆住宅楼 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司涿鹿轩辕东路店,地址：河北省张家口市涿鹿县轩辕东路3#4#底商 ,电话：400-005-8885 ,
河北华佗药房医药连锁有限公司宣化区东门外店,地址：河北省张家口市宣化区东门外大街南巷1号院2号楼111、211 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司鱼儿山店,地址：河北省张家口市桥东区鱼儿山前街温馨家园27号底商8＃ ,电话：400-005-8885,
河北华佗药房医药连锁有限公司古堡新城店,地址：河北省张家口市怀安县柴沟堡镇新区古堡新城住在楼1幢1单元101 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司涿鹿县杨堡店,地址：河北省张家口市涿鹿杨堡村新民屋1号楼1号底商 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司蔚县和平路店,地址：河北省张家口市蔚县蔚州镇和平路2号 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司宣化百兴佳苑小区店,地址：河北省张家口市宣化区百兴佳苑商住楼1号底商 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司东兴店,地址：河北省张家口市桥东区东兴街锦绣花园小区30号-2底商,电话：400-005-8885,
河北华佗药房医药连锁有限公司沽源县人民街店,地址：河北省张家口市沽源县西围子人民街 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司宣化钟楼大街店,地址：河北省张家口市宣化区钟楼东街36号 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司蔚县胜利路店,地址：河北省张家口市蔚县镇胜利路22号 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司万全全兴路店,地址：河北省张家口市万全县孔家庄镇全兴路西 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司公园路店,地址：河北省张家口市公园路阳光科技A-08#底商 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司宣化跃进街店,地址：河北省张家口市宣化区跃进街1号 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司赤城党校店,地址：河北省张家口市赤城镇东大街4号综合商业楼10110.10210室 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司胜利公园店,地址：河北省张家口市桥东区林园北街20号院第二栋四号房,电话：400-005-8885,
河北华佗药房医药连锁有限公司蔚县人民路店,地址：河北省张家口市蔚州镇一街人民路38号 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司万全步行街店,地址：河北省张家口市万全县孔家庄镇西红庙村商业街商业楼B-1 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司赤城县政府东街店,地址：河北省张家口市赤城镇政府东街11号商住楼104室 ,电话：400-005-8885,
河北华佗药房医药连锁有限公司张北县兴华路店,地址：河北省张家口市张北镇兴华西路8-18、8-19底商 ,电话：400-005-8885,
